,AHI1,AKAP7,ALDH8A1,ARG1,BCLAF1,CAMK1D,CCDC28A,CDK4,CDKN2A,CDKN2B,CHAT,CITED2,COL6A2,CPM,CPT1B,CSTF2T,CTGF,CYP27B1,DKK1,DSE,DST,ECHDC1,EGFR,ENPP1,EPB41L2,EPHA7,EPM2A,EYA4,FABP7,GJA1,GPR126,GRM1,HBS1L,HDDC2,HEBP2,HECA,HEY2,HIVEP2,HSF2,IFNGR1,IL20RA,KIAA0408,KPNA5,LAMA2,MAN1A1,MAP3K5,MAP7,MDM2,MDM4,MED23,MET,MOXD1,MTAP,MYB,NF1,NMBR,NUS1,PACRG,PDE7B,PDGFRA,PERP,PEX3,PEX7,PFKP,PHACTR2,PIK3C2B,PIK3CA,PIK3R1,PLAGL1,PLN,PRKG1,PTEN,PTPRK,QKI,RAB32,RB1,RNF146,ROS1,RSU1,RWDD1,SERINC1,SF3B5,SLC18A3,SMPDL3A,STX11,TAAR2,TAAR5,TBPL1,TCF12,TCF21,TNFAIP3,TP53,TPD52L1,TRMT11,TSPAN31,UTRN,VNN1,VNN2,VNN3
TCGA-02-0003,-0.21177,0.15198,-0.41481,-0.1117,-0.07422,0.41632,-0.44091,2.42133,2.79241,1.4975,-0.0409,0.46604,-1.05531,0.98857,-0.14397,0.24779,0.12442,2.09951,-1.10882,-1.285,-0.51323,-0.01698,2.62348,-0.47542,-0.30197,0.7186,-0.04476,0.53311,1.464,0.10236,-0.48783,0.29923,-0.32115,-0.71083,-0.59419,0.11192,-0.31668,-0.3283,0.28783,0.01952,-0.44154,0.33124,0.21707,-1.06663,-0.22219,-0.38316,0.16033,-0.47832,-0.25454,-0.25002,-0.83919,-1.37965,0.89421,0.39224,0.06167,-0.33587,-0.27789,-0.34303,-0.04017,1.02505,0.14442,-0.23917,-0.23541,0.01472,-0.62213,0.18618,0.34964,0.66751,-0.72069,-0.32999,0.04345,0.11006,0.19485,0.08153,-0.45306,0.18399,-0.09055,0.32159,-0.07287,-0.52305,-0.13381,-0.37549,-0.06496,-0.3753,-0.55075,-0.36808,-0.17405,0.27074,0.20282,-0.28608,-1.17375,0.0203,0.50786,0.17871,3.21849,-0.57285,0.1203,-0.7296,-0.19941
TCGA-02-0007,0.55142,-0.46878,-0.49796,-0.0541,0.03614,0.23658,0.38305,0.16023,0.08428,0.53421,0.14845,-0.17239,0.75323,-1.71986,0.01853,0.13241,-1.29189,-0.58848,0.58903,-0.54183,-0.55881,-0.90992,-0.11339,0.05026,-0.80977,1.01151,-0.32169,0.567,-4.4476,-0.63921,-0.48643,0.40271,-0.69796,-0.49232,0.06786,-0.39664,-0.08082,-0.42132,-0.18354,-1.65687,0.49695,-0.00508,-0.28644,0.03666,-0.39304,-0.5503,0.15481,-0.82215,4.44968,-0.09246,-0.28321,-1.08872,0.40439,0.35678,0.02647,-0.18799,-0.46484,0.94028,-0.16273,-1.03489,-0.56439,-0.32399,-0.45432,0.63066,-0.09447,0.72253,-0.34637,-0.09388,0.15883,-0.56762,-0.08507,-0.11671,-0.02873,-1.87753,0.15319,-1.38868,-0.64206,0.32131,-0.21686,-0.62587,-0.7971,-0.87528,-0.16375,-1.33722,-0.7227,-0.07161,-0.01002,-0.89983,-0.72732,-0.58935,-1.00537,0.30966,0.23094,-0.69603,-0.26338,-0.41467,-0.55002,-0.97885,-0.45645
TCGA-02-0014,-0.69925,-0.02705,-0.36715,-0.31803,-1.03658,0.7549,-1.13833,0.66996,-1.4978,-1.01544,-0.22844,-0.12582,-1.04407,1.24251,0.04914,1.5866,-0.70043,-0.15894,-1.32557,-1.42853,0.06209,-0.92399,-1.98289,-0.83118,-0.48508,1.69583,-0.33391,-1.51506,-4.48061,-2.35072,-0.41602,-0.40873,0.06331,-0.47734,-0.75425,-0.63596,-1.22206,-1.95782,0.62628,-1.38976,-0.55835,0.71732,0.26409,-1.35756,-0.92625,-1.77248,-1.15977,-0.03655,0.64851,-0.07829,0.30805,-2.65734,-1.28903,1.19458,0.52394,0.02255,-0.16404,-1.64951,-0.70084,2.58311,-0.84409,-1.29686,-0.63041,0.29766,-1.23858,2.20313,0.4037,0.60327,-0.6874,-0.69243,-0.14519,0.42042,-0.42987,0.23384,-1.99115,0.24109,-0.20374,-0.08922,0.43654,-0.43972,-1.09154,-0.59393,-0.22088,-1.76637,-0.38147,-0.12673,-0.0839,0.51086,1.58166,-0.27084,-1.66387,-1.2367,-0.70514,-0.53754,-0.95835,-1.6708,-0.22015,-0.56984,-0.41087
TCGA-02-0015,0.16293,-0.04226,-0.0319,-0.19161,0.36408,-0.26141,-0.58035,-0.02391,-1.27741,-0.71515,0.17096,-0.34359,0.87534,-0.62762,-0.55346,0.14739,-0.54344,-0.17658,1.37674,-0.16699,-0.61784,0.27045,-1.31638,0.02374,-0.37764,-0.43433,-0.69308,0.79337,1.39777,-0.31351,0.09016,-0.41684,0.39982,0.34483,0.64095,-0.83992,0.29483,-0.4204,0.6602,-0.08397,-0.40055,0.60422,0.0675,0.02022,0.1929,-1.46388,-0.22056,-0.4176,-0.41724,0.01849,0.25265,1.08926,-0.81695,0.01833,-0.68167,-0.04962,0.43004,-1.32479,0.31357,-0.44729,0.56976,-0.7917,0.19496,0.89739,-0.50047,-0.26343,0.28202,-0.38843,-0.68706,0.03205,-0.24723,-0.3787,-0.74274,-0.37844,0.07297,0.58359,0.25228,0.45858,0.92956,0.29036,-0.03957,-0.53678,0.74698,0.39842,0.06312,0.32265,-0.18733,0.22921,0.43641,-0.04326,0.17004,0.77175,-0.07583,-0.06988,-0.75247,-0.01634,-0.04916,-0.65689,-0.01347
TCGA-02-0016,0.42836,0.38307,0.39586,0.80466,0.4512,0.57205,-0.07838,-0.89863,-1.12335,-0.77558,-0.17282,-0.15464,-1.06358,-0.0875,0.08453,-0.26505,0.81887,-0.34105,-1.34634,-0.88203,0.07611,0.42543,3.21145,0.13534,0.35356,-0.2956,0.80832,2.19686,0.64957,1.14434,-0.16335,-0.15261,0.17836,-0.21389,-0.5181,0.17157,0.50257,1.0422,0.09105,0.24911,-0.11599,-0.28006,0.35004,1.20821,-0.12112,-0.98295,-0.54641,-0.55576,-0.13219,1.06225,-0.46546,-0.91779,-0.50788,-0.51757,0.4293,-0.17572,0.01421,0.80373,0.94568,-1.15943,-0.29278,0.54253,0.24156,0.38276,0.23948,0.0595,0.19135,0.83524,-0.44341,-0.68369,-0.21664,-0.05157,-0.49641,0.18857,-0.28334,0.12933,0.54819,0.28446,-0.62278,0.29648,0.50663,-0.29794,-0.06693,-0.24868,-0.25022,0.16384,0.01205,-0.53166,0.2087,-0.26029,-0.16272,-0.1001,0.33298,0.61808,-0.39089,1.11021,-0.15264,-0.54833,-0.1454
TCGA-02-0023,-0.15849,0.10065,0.07311,-0.05905,-0.20936,0.21765,-0.02894,-0.74976,-1.18372,-0.82929,0.08911,-0.31317,-0.41662,-0.70775,0.20413,-0.48991,-0.49122,-0.34061,-1.29512,-0.52993,-0.04895,-0.88803,2.62653,-0.77474,-0.52847,-0.17407,-0.24924,0.26093,1.10859,0.75009,0.11935,0.62574,-0.5509,-0.68362,-0.63311,-0.27187,-0.2061,-0.04824,-1.03344,-0.51131,0.17771,-0.66474,-0.53102,1.08434,-0.41328,-0.23976,0.34328,-0.60793,-0.41308,-1.00661,-0.52576,0.48488,-0.84713,-0.37691,0.02594,-0.43752,-0.6878,0.18231,-0.04803,-1.84521,0.08598,-0.86354,-0.38952,0.51574,-0.15099,-0.5214,0.19926,0.51036,-0.37661,0.11979,-0.12093,-0.29148,-0.47208,-0.51957,-0.37199,-0.03337,-0.57242,0.12464,-0.74134,-0.68445,-0.01208,-0.64683,0.02029,-0.48103,-0.15419,-0.18041,0.12408,-0.92932,0.09146,-0.0771,-0.08373,-0.53389,0.38059,-0.49733,-0.80202,-0.34188,-0.19174,-0.33857,-0.19198
TCGA-02-0025,-0.23173,-0.60648,-0.1967,-0.25465,-0.5175,0.44598,0.14414,-0.94773,2.07362,0.58671,0.26438,0.6573,1.60516,0.6131,0.50418,-0.03876,1.07597,-0.45101,1.89163,1.43871,-0.1282,-0.24013,-1.52381,0.3722,-0.53812,-0.30448,-0.43995,0.19423,-4.63829,-1.18571,0.31602,-0.31181,-0.38082,-0.59855,0.66458,0.56144,-1.3861,0.30618,-0.45626,0.04337,-0.22401,-0.98814,-0.6788,-0.87131,0.82251,0.83378,-0.45668,-0.43402,-0.57582,-0.32976,1.35204,0.9942,1.26348,-0.1522,-0.38921,-0.13204,-0.42913,-2.34866,-0.86408,0.09389,-0.45372,-0.57698,-0.44909,-0.00976,0.65801,-0.92752,-0.01293,-0.92898,0.42564,0.10867,0.16015,0.52303,-0.05989,-1.33317,0.43736,-0.03918,-0.32058,0.23977,0.42098,-0.03317,-0.72599,-0.34362,0.20484,-0.06144,0.73482,0.20651,0.10824,-0.50204,-1.33794,0.24276,0.96241,-0.36598,1.5368,-0.30489,-1.33939,0.70979,1.42159,0.45544,0.2259
TCGA-02-0026,0.54114,-0.37041,0.42688,-0.23819,0.87124,0.8368,-0.75777,-0.3828,2.33196,1.31749,0.04973,-0.39989,-0.43973,-0.30631,0.25737,0.77426,-0.60646,-0.49413,-0.54599,-0.66865,0.58968,-0.33929,-0.87776,-0.60023,0.04553,0.71445,-0.3684,-1.2175,-3.0875,-0.7359,-0.03998,-0.53685,0.60106,-0.96193,-1.01788,0.33963,0.13874,0.08238,1.35223,-0.46863,-0.612,0.97228,-0.03445,-0.77405,-0.50267,-0.31768,0.38854,-0.808,0.37598,0.57697,-0.99474,-1.06954,0.95705,1.47535,0.32016,-0.37466,0.07605,-0.27762,-0.75853,-0.09797,-0.74918,-0.0351,-0.34749,1.07581,-0.5301,0.14281,0.14119,0.62385,-0.64301,-0.38967,-0.09206,-0.08038,0.17901,0.60687,-1.81963,-0.84334,0.46084,-0.1004,0.3658,-0.38844,-0.02207,-0.37447,0.74349,-0.71344,-0.69306,-0.35406,-0.1043,-0.08286,-0.33215,-0.36844,-0.7715,-0.39372,0.46937,1.03908,-0.95313,0.01713,-0.34383,-0.93259,-0.31496
TCGA-02-0034,0.09567,-0.58249,-0.28168,-0.12437,-0.30756,-0.42393,0.09176,-0.4041,-1.31954,-0.57007,-0.01133,0.26147,3.10609,0.69511,-0.12496,-0.70156,0.86414,-0.34744,1.88468,1.51695,0.00196,0.39936,-1.13846,1.35147,-0.39797,-0.47052,-0.28411,-0.79185,-1.89396,0.1808,0.41244,-0.38939,-4.00E-05,-0.17739,0.27271,0.61623,-0.36178,0.87477,-0.34628,0.14884,0.08337,0.32302,-0.33558,0.08942,0.64981,0.25042,-0.24868,-0.72326,-0.48426,0.01508,0.27111,-0.2117,0.82733,-0.02814,-0.12876,-0.0803,0.28451,-0.25618,0.17598,0.5071,-0.02465,-0.27963,-0.16673,-0.17163,0.35443,-0.6537,-0.14625,-0.36041,0.84121,-0.16584,-0.10272,-1.01571,0.17418,-0.56407,0.36443,-0.55146,-0.29925,0.86346,0.44476,-0.06922,-0.39386,-0.04114,0.02798,0.00527,-0.26362,0.05194,0.10447,-0.13646,-1.12793,-0.1597,1.6041,-0.1037,-0.66878,0.00606,-0.97601,0.34097,0.38,0.08916,0.25005
TCGA-02-0037,-0.0812,0.1141,0.53519,0.03764,0.1967,-0.5786,-0.03807,-0.35876,-1.34682,-0.79792,-0.02866,0.97385,1.53406,-0.28515,0.12807,-0.20542,0.47281,-0.48726,-1.02829,0.26151,0.37883,0.20025,-0.84686,-0.51019,-0.16134,-0.50596,-0.25395,-1.38817,1.08398,1.19903,-0.13994,-0.78661,0.66395,-0.0715,0.47538,0.19217,0.03775,0.69443,0.11177,-0.33695,-0.20681,-0.52819,0.23417,0.4859,0.04909,-0.02941,-0.13222,-0.83466,0.20559,0.33051,0.03033,0.69246,0.201,-0.35243,0.19154,0.01984,0.57906,0.43138,0.11455,1.82241,0.40315,0.34188,0.34576,0.7202,0.19601,-1.3716,-0.16316,0.04036,-0.23489,-0.03422,0.15536,0.62827,-0.78441,0.45644,0.48763,0.1718,0.13715,0.51356,0.76912,0.07031,0.43866,-0.09109,-0.11085,0.12241,0.19958,0.08141,0.09423,-0.44743,0.25677,-0.12317,1.44153,0.51287,-0.33147,0.70592,-0.56881,0.30777,0.01578,-0.92439,0.01669
TCGA-02-0046,0.36731,0.61134,0.35706,-0.02341,0.4042,0.10419,-0.24936,2.46516,2.93452,1.60825,0.84636,0.43402,-0.91851,0.12402,-0.24256,-0.05688,0.31045,2.66854,-1.49595,-0.58989,0.07646,0.6249,2.28639,-0.25314,0.07787,0.80836,0.08186,-1.31175,1.0941,0.12935,-0.27057,0.01105,0.47906,-0.3563,-1.14677,0.49328,0.03567,0.73085,1.08912,-0.12774,-0.50055,1.40359,1.00301,-0.76204,-0.43845,0.7217,-0.17351,-0.55181,0.21633,0.58461,-0.1815,1.11298,0.76882,0.62098,0.20809,-0.08581,0.27878,-0.11475,0.81484,0.54637,-0.47978,0.37018,0.34564,0.53383,-0.53071,1.17802,0.2569,0.71909,-0.53249,-0.28125,-0.21228,0.17702,0.5703,0.73612,-1.33038,-0.08227,0.75378,0.07757,-0.13705,0.16341,0.21476,-0.09874,0.98059,-0.10371,-0.1549,0.23781,-0.09786,0.6211,0.98194,-0.44404,-0.30989,0.09146,0.1757,0.88925,3.15786,-0.27911,-0.20667,-0.55192,-0.2579
TCGA-02-0047,-0.09663,0.38696,0.01655,-0.18122,-0.16354,0.86403,0.50216,-0.28183,-1.15599,-0.7373,-0.13581,-0.14533,0.72544,0.21395,-0.10711,0.41872,0.42838,-0.66949,0.06034,0.81334,0.10408,0.571,-2.18009,0.65719,0.64251,0.8232,-0.03967,0.1183,0.12187,0.468,0.47736,0.01219,0.22369,0.19007,0.10695,0.3494,0.85787,0.1323,0.10121,0.11682,-0.45017,0.7001,0.49209,-1.24696,-0.00128,-0.19406,0.27572,-0.49578,-0.52374,0.12421,-0.62357,-2.54119,-0.77687,0.08947,0.1341,-0.19623,0.23636,1.58322,0.08051,1.06217,-0.27858,0.07439,0.31234,0.12686,-0.08784,-0.18619,-0.1352,-0.0502,-0.05674,-0.10122,0.18362,1.11395,0.48978,0.63745,-0.34243,0.35999,0.15675,0.22491,0.70088,0.08445,0.27891,0.08316,0.23054,-0.02575,0.02541,-0.16135,0.0684,0.52422,0.18227,-0.36748,0.03516,0.54928,-0.22853,0.28362,-0.15473,0.65827,0.02872,0.28823,-0.37781
TCGA-02-0048,1.08968,0.36558,-0.23602,-0.33394,0.4043,-0.37038,0.20453,0.16348,-1.47763,-1.21101,0.0143,-0.50724,-0.9604,-0.92257,0.1152,-0.27202,0.77418,-0.17555,-1.09525,-1.26104,0.15974,0.29722,4.14676,-0.18424,0.02219,-0.44174,0.18522,0.60679,0.75887,0.64306,-0.55278,0.14671,-0.02014,0.20464,-0.23641,0.39266,-0.04155,0.16339,0.74517,-0.00497,1.14388,0.442,-0.27895,-0.68129,-0.93944,-0.88439,-0.55984,-1.3155,-0.56476,0.05379,-1.16376,-2.67362,-1.26213,-0.17655,0.35424,-0.2293,0.16662,0.46612,0.0363,-0.26236,0.25448,0.55254,0.09406,-0.43476,-0.95766,-0.8489,2.67855,1.01272,-0.78233,-0.68823,-0.23445,0.60126,0.16541,0.30402,-0.21926,0.79123,0.62262,0.26836,0.13254,0.05567,0.20564,-0.07702,-0.18172,-0.4965,-0.46912,-0.0029,-0.08562,0.35317,0.37615,-0.0304,-0.59502,0.17408,-0.15373,0.47543,-0.10475,-0.26805,-0.3556,-0.93307,-0.15012
TCGA-02-0052,0.02154,0.09328,-0.18249,0.11102,-0.47427,-0.73358,0.31351,0.5688,2.51663,0.5994,0.16828,0.45732,-0.03354,1.56567,0.30294,-0.19393,1.11752,-0.47472,-0.47752,0.13419,-0.43162,0.91822,-2.68573,0.38042,0.13478,0.35178,-0.1001,-0.95164,0.67875,0.24078,-0.15426,0.01247,0.38263,0.98562,0.38538,-0.43337,0.23327,-1.25049,1.34279,1.1395,-0.1907,0.11802,0.39322,-0.1338,0.48888,-0.62575,0.14433,4.7328,-0.66091,0.5249,-0.77895,1.21288,0.77148,1.57778,-0.24838,0.3306,0.51655,0.66291,0.08043,-0.2242,0.25706,0.21012,0.50759,-0.53531,-0.29186,-0.35722,-0.67101,-0.92001,-0.14264,1.06396,0.22139,0.39946,0.67316,-0.23263,0.80075,-0.38213,-0.03986,0.65557,0.29791,0.83323,-0.26579,0.54261,-0.18197,1.03973,0.68344,-0.18551,0.28441,1.6897,0.06084,-0.07807,-0.32005,0.2146,0.6797,0.41279,0.05715,-0.58364,0.11247,0.28285,0.10911
TCGA-02-0068,-0.77222,-0.63931,-0.05423,0.18041,-0.09744,-0.2901,-0.13252,-0.58158,-1.15491,-0.76002,-0.201,-0.0087,0.87971,0.38951,0.11157,-0.33778,0.20058,-0.36732,-1.38844,0.42106,0.08147,-0.26124,3.6085,-0.17481,-0.29096,-0.40859,-0.42249,-0.67268,0.8432,0.90947,0.35946,-0.48797,-0.30733,-0.90561,-0.36059,-0.35437,-0.65097,-0.43601,-0.01833,-0.19027,-0.44099,-1.20815,-0.0378,0.53328,-0.0961,-0.23332,-0.42906,-0.45995,0.01695,-0.44683,-0.73532,0.3842,0.01427,-0.42637,0.20934,-0.08254,0.49131,1.58707,-0.05709,-0.40104,0.41925,-0.64408,-0.08918,-0.69708,0.35946,-0.79526,-0.08071,0.37062,0.05174,0.89932,-0.18374,0.21726,-0.15851,0.37653,-0.15268,0.23587,-0.45164,0.58971,0.6305,0.25395,0.63119,-0.76435,-0.1774,0.51586,0.15836,-0.29327,-0.13213,-0.72588,-0.11484,-0.03358,0.26728,0.23468,-0.991,-0.22113,-0.49314,0.49583,0.03365,-0.31953,-0.03537
TCGA-02-0070,0.28543,-0.6412,0.45675,-0.08672,0.16106,-0.6921,-0.51303,-0.26038,-1.35118,-0.12514,0.114,0.23639,0.19014,0.00667,0.25233,-0.62296,0.03424,-0.10608,0.56374,-0.04971,0.50614,0.44413,-0.15207,-0.29804,-0.36379,-0.33424,-0.0134,1.8665,0.68626,0.43285,0.13871,-0.55625,0.35621,-0.73468,0.20511,0.55455,0.21412,0.29527,-0.14587,-0.29159,0.45934,0.47983,-0.18096,0.39344,-0.16007,-0.69253,-0.52366,0.7349,0.01016,0.17775,0.443,0.31742,0.71957,-0.22708,-0.41363,-0.10344,0.06828,0.54444,-0.08351,-0.7953,0.94767,-0.00695,-0.13068,-0.46392,-0.60919,-0.65308,0.15408,0.26689,-0.31416,-0.84465,-0.10911,0.16792,0.17064,0.27593,-0.58528,0.37432,0.68705,0.34589,-0.48593,-0.09103,0.18259,-0.32747,-0.11989,0.54813,-0.16231,0.05447,-0.00362,-0.05395,0.29946,-0.04343,0.60145,-0.10149,-0.68446,0.13797,-0.76773,0.09582,-0.173,-0.61817,0.18979
TCGA-02-0075,0.74299,-0.30162,1.07009,0.08126,0.42419,-0.05896,0.47991,-1.01087,2.34019,2.59413,0.00758,-0.18808,0.92963,0.7529,0.31928,-0.01255,0.68904,-0.48759,1.11529,1.23537,0.98098,0.7266,-1.33713,0.00193,0.78006,-0.6789,0.15447,0.87939,0.94459,0.01475,0.55077,-0.4216,1.37723,0.35295,0.20703,0.77161,-0.90196,0.3148,-0.1044,0.57208,-0.46261,0.19714,0.3315,1.52368,0.84406,0.57912,-0.35933,-0.33893,0.51678,0.498,1.50499,2.39229,1.39276,-0.51835,-0.46114,-0.17778,0.87105,-1.37456,0.06235,-0.16314,-0.94124,0.20411,0.31513,0.50098,1.33624,-1.24952,0.81097,-0.22653,0.90868,-0.46112,-0.02942,0.617,-0.06386,-0.19667,0.27272,-0.03324,0.58299,1.14463,0.36428,-0.08341,0.32698,-0.13402,-0.06442,0.75096,0.1285,0.05403,-0.31257,-0.22848,0.01186,0.43925,0.54581,0.44691,1.82703,0.87406,-1.09871,0.83206,0.14916,0.3546,0.12665
TCGA-02-0080,0.38074,0.21801,-0.33203,-0.54245,0.21534,1.03507,-0.64306,-0.38203,-0.02143,0.16509,-0.08136,-0.64212,-0.62417,-1.25535,0.82993,0.37718,0.36828,-0.78677,-1.93764,-1.15097,0.90319,-1.1958,-0.54462,-0.608,0.51144,-0.62839,0.5098,-1.28124,-4.91163,0.15936,-0.56479,0.92642,-0.54475,0.2612,-1.02137,0.06172,1.52471,-0.00085,0.10297,-0.6367,-0.49092,-0.43211,-0.13818,-1.09962,-0.82362,1.05192,0.31519,-0.58049,0.27771,-0.24165,-1.18539,-3.43639,0.76148,-0.60363,0.48293,-0.00339,-0.67927,-0.2821,-0.78691,0.24775,-0.69125,-0.90114,-0.21629,0.32538,-0.88118,-0.40334,0.52451,1.04868,-0.74145,1.63919,-0.07125,0.41841,-0.25889,0.33436,-2.04519,-0.48709,0.14254,0.04388,0.48801,-0.01851,-0.05034,-0.29133,0.10097,-1.92764,-0.30949,0.19788,0.18899,0.48232,1.61825,0.25747,-0.64172,-0.13928,-0.59963,0.18447,-0.85672,-0.2796,-0.57719,-0.93214,-0.04893
TCGA-02-0084,0.20808,0.06927,0.06256,-0.29897,-0.04815,0.63724,0.11223,-1.63091,0.8139,0.28428,0.14562,-0.68383,-0.77436,-0.10333,0.95597,0.0462,-1.22002,-0.58703,1.75421,1.48144,1.3327,-0.73791,-1.27151,-0.8194,0.54464,-0.33577,0.07097,-1.49936,-1.28987,-0.90008,0.29531,0.41505,-0.25725,-0.39877,-0.76901,0.54921,1.99458,-0.07607,-0.61763,-0.15427,-0.57212,0.90046,-0.20897,-0.59395,-0.28783,0.86073,-0.39418,-1.10996,0.03925,0.05645,-0.89851,-3.15993,0.37183,-0.39686,0.26435,0.09383,-0.59036,0.00737,-0.90281,0.33551,-0.88499,-0.58685,-0.61533,-0.70295,0.19863,-0.71128,-0.21501,-0.2348,0.0034,-0.55553,-0.12987,-0.06783,0.26988,0.22275,-1.16866,0.20383,-0.41286,-1.15518,-0.09858,-0.38552,0.59352,-0.44626,0.23455,0.0012,-0.08561,-0.48293,-0.01839,-0.49985,0.16112,-0.50924,0.2975,-0.10691,-0.7967,-0.40412,-1.23468,0.62067,0.06571,1.00677,0.22735
TCGA-02-0099,-0.28574,-0.62574,-0.36712,-0.48682,-0.09434,-0.15638,-0.14757,2.60881,1.17819,0.53095,-0.089,0.07622,0.92395,0.6176,0.05082,0.06167,1.62196,4.21916,-1.21639,0.64871,-0.18254,-0.33383,-1.70276,0.21683,-0.26313,1.02957,-0.36769,-0.11782,-0.47131,0.14417,0.47081,1.27875,-0.32058,-0.54603,-0.0219,-0.35551,-0.01698,-0.25918,-0.18028,-0.22207,0.24734,-1.22704,-0.0708,0.03884,0.46862,-0.19635,0.25401,3.30311,-0.48958,-0.41569,0.32037,0.44976,0.16713,-0.11821,0.04639,0.01035,-0.34245,1.2555,-0.17277,0.78708,0.78453,-0.52002,-0.42517,-0.52669,0.96113,-0.07235,-0.34244,-0.15579,-0.15094,0.89921,0.4743,-0.13404,-0.19104,-0.14244,-0.38561,-0.25552,-0.16069,-0.0053,0.07049,-0.74684,-0.45889,-0.63844,-0.27482,0.24615,-0.00567,-0.36256,-0.30387,-0.67121,-0.2851,-0.0174,0.22847,0.63345,1.03128,0.08179,3.68226,0.16238,-0.04022,0.0299,0.03156
TCGA-02-0104,1.26627,-0.08582,0.2406,-0.1903,0.17511,-0.06911,-0.18469,0.26542,-0.83466,-0.8107,0.23998,-0.42518,-0.65411,-1.70725,0.58115,-0.10168,-1.09853,-0.12236,-0.99302,-1.42861,0.24138,-0.05258,-1.88214,0.86997,-1.06679,1.40394,-0.1276,-1.29267,-3.84882,-1.52176,1.34422,0.1047,0.47581,0.06965,0.85322,0.22733,-1.15253,-0.82666,2.16118,0.46436,-0.36173,0.98152,0.33785,-1.52746,-0.52182,-0.36502,-0.74132,-0.54081,-0.31295,0.44774,-0.95533,-2.68461,-0.82708,1.96261,-0.13239,0.21046,0.37205,-1.14599,0.02484,0.17683,1.11552,0.64843,0.33816,-0.18148,0.63602,-1.22511,-0.25672,-0.79919,0.46049,-0.30592,0.14539,-0.68048,0.58223,-1.2395,-1.15673,-1.13128,-0.08321,0.07733,-0.9123,0.69875,-0.44934,1.06237,0.22308,-0.89252,-0.13471,0.09324,0.17325,1.83007,-0.13485,0.26553,-1.1984,-0.54533,-0.857,0.82623,-0.66992,-0.84589,-0.40748,-0.91215,0.07389
